measure,year,month,sector,size,district,elevation,floors,built,tmp_min,tmp_mean,tmp_max,cost,source
21258,2009,2.0,commercial,411.0,8,19.0,4,1987,10.3,18.8,24.0,2863.93,elec
21259,2014,1.0,,833.0,2,117.0,4,1935,10.7,14.6,20.4,3386.64,elec
21260,2009,4.0,commercial,529.0,8,117.0,2,1938,19.6,26.6,30.5,1599.45,oil
21261,2014,2.0,commercial,529.0,8,117.0,2,1938,13.2,19.0,25.8,1786.55,oil
21262,2007,11.0,residential,1172.0,8,12.0,2,1997,9.9,18.8,23.7,2170.15,oil
21263,2008,9.0,commercial,1127.0,6,12.0,2,1936,22.8,27.4,31.6,2054.3,gas
21264,2011,11.0,residential,449.0,1,337.0,29,1926,8.7,19.4,26.7,12081.32,oil
21265,2007,12.0,factory,371.0,5,-7.0,6,1953,8.0,14.9,21.6,2285.9,oil
21266,2006,2.0,office,172.0,1,19.0,23,1947,13.2,19.7,24.0,4808.57,oil
21267,2011,3.0,commercial,213.0,1,172.0,3,1960,16.5,23.3,28.3,851.66,elec
21268,2006,4.0,education,471.0,8,117.0,3,2001,20.5,,33.3,983.99,gas
21269,2006,7.0,commercial,813.0,3,12.0,4,1961,20.5,29.8,,5507.07,elec
21270,2010,1.0,office,1203.0,8,172.0,17,1963,9.8,14.1,18.6,23029.58,oil
21271,2006,9.0,education,1114.0,4,51.0,4,1924,19.8,26.9,34.2,3315.26,gas
21272,2005,6.0,office,921.0,6,51.0,27,1979,26.0,30.4,35.2,19271.92,gas
21273,2014,10.0,residential,1068.0,1,12.0,11,1946,18.3,24.0,31.5,13618.28,elec
21274,2007,9.0,residential,464.0,3,12.0,3,2001,17.7,26.0,31.9,1171.05,oil
21275,2012,7.0,office,487.0,1,51.0,2,1934,23.3,29.9,35.1,759.72,oil
21276,2008,5.0,factory,497.0,3,51.0,6,1957,23.3,29.4,35.2,2367.11,elec
21277,2007,3.0,residential,661.0,5,-7.0,12,1938,17.3,24.6,30.8,7639.66,elec
21278,2007,11.0,residential,464.0,3,12.0,3,2001,8.6,18.6,29.7,1323.55,oil
21279,2014,10.0,residential,313.0,3,-7.0,7,1978,18.7,24.1,,110.03,gas
21280,2010,12.0,office,123.0,5,12.0,23,1963,7.7,14.9,21.1,3063.55,oil
21281,2013,8.0,commercial,1003.0,4,-7.0,6,1994,24.8,29.3,35.9,10898.84,elec
21282,2005,11.0,commercial,260.0,4,117.0,4,2009,13.6,20.1,26.8,1687.63,oil
21283,2012,9.0,office,286.0,3,55.0,15,1937,21.9,27.6,33.8,251.35,gas
21284,2005,10.0,commercial,599.0,8,337.0,1,1948,16.5,23.4,29.1,449.22,gas
21285,2011,1.0,commercial,439.0,3,19.0,5,1958,9.2,14.6,19.3,3296.49,oil
21286,2006,7.0,,425.0,8,117.0,3,1956,22.5,30.4,35.0,836.67,gas
21287,2011,10.0,factory,407.0,4,-7.0,4,1979,17.4,23.0,28.1,870.57,gas
21288,2009,12.0,residential,379.0,8,19.0,27,1941,7.2,15.5,23.1,10418.01,elec
21289,2009,12.0,residential,233.0,7,51.0,12,1949,6.2,14.0,20.0,1973.61,gas
21290,2008,12.0,education,349.0,1,55.0,3,2003,11.5,,21.4,1618.24,elec
21291,2005,9.0,office,1266.0,6,37.0,29,1952,18.0,25.4,30.7,22762.68,gas
21292,2013,6.0,commercial,411.0,8,19.0,4,1987,25.1,30.6,38.5,1974.77,oil
21293,2013,7.0,,356.0,1,55.0,25,1952,26.8,30.5,35.3,10466.4,elec
21294,2012,3.0,office,285.0,7,55.0,8,1932,18.9,22.6,27.9,2936.64,elec
21295,2010,11.0,factory,788.0,4,117.0,6,1998,12.7,19.2,27.5,2088.59,gas
21296,2012,7.0,education,,8,117.0,1,1993,23.2,30.1,36.1,337.48,gas
21297,2007,3.0,factory,937.0,3,37.0,4,1969,16.1,24.0,28.6,2691.81,elec
21298,2012,11.0,commercial,589.0,2,12.0,2,1956,12.8,19.6,24.9,2235.0,elec
21299,2013,9.0,commercial,476.0,7,37.0,4,2003,19.5,27.5,36.2,3433.29,elec
21300,2005,2.0,commercial,215.0,4,37.0,6,1981,10.3,19.5,25.0,1063.73,gas
21301,2007,5.0,residential,486.0,2,-7.0,17,2006,20.2,28.7,37.6,6379.92,oil
21302,2008,9.0,education,837.0,5,203.0,3,1934,18.0,26.8,35.2,2608.92,gas
21303,2011,3.0,residential,3228.0,3,-7.0,5,1944,16.3,24.2,32.8,770.02,gas
21304,2006,6.0,residential,800.0,7,203.0,2,1978,24.9,30.4,38.1,1263.6,oil
21305,2008,8.0,office,439.0,8,117.0,9,1987,22.7,29.6,35.7,5139.78,elec
21306,2012,11.0,education,256.0,7,37.0,2,1946,14.4,19.5,28.6,751.78,elec
21307,2005,7.0,education,399.0,5,12.0,4,1975,26.0,31.0,39.3,1429.62,oil
21308,2012,12.0,commercial,290.0,2,51.0,4,2003,6.0,14.3,20.7,2469.72,oil
21309,2011,10.0,education,488.0,6,172.0,4,2006,17.0,24.1,31.0,1524.9,gas
21310,2008,1.0,commercial,451.0,2,12.0,2,1981,7.1,14.7,20.7,1811.53,oil
21311,2011,4.0,commercial,776.0,7,117.0,3,2002,20.6,26.2,32.3,2542.18,oil
21312,2007,2.0,office,1084.0,8,19.0,24,1924,11.0,19.5,27.4,13936.25,gas
21313,2012,12.0,commercial,575.0,6,19.0,5,1979,7.1,14.6,18.7,4733.4,elec
21314,2014,1.0,,1249.0,6,12.0,9,1940,9.0,14.9,21.6,15107.9,elec
21315,2006,11.0,office,575.0,4,172.0,14,1940,11.0,19.6,24.0,11360.16,elec
21316,2006,4.0,factory,625.0,2,51.0,1,1975,18.7,27.5,34.8,319.69,gas
21317,2007,1.0,residential,,5,37.0,7,1928,8.7,15.3,23.3,6482.04,gas
21318,2005,5.0,commercial,524.0,6,117.0,3,1929,24.1,28.5,37.7,1544.96,oil
21319,2014,4.0,commercial,357.0,7,337.0,6,1921,20.0,26.8,33.3,2245.05,gas
21320,2006,6.0,,317.0,6,12.0,23,1945,23.5,30.3,40.6,8451.73,elec
21321,2009,9.0,commercial,599.0,8,337.0,1,1948,16.7,27.7,33.7,1138.35,elec
21322,2011,8.0,residential,,7,203.0,25,1931,23.6,28.9,36.0,15564.43,gas
21323,2009,4.0,factory,323.0,5,117.0,3,1963,21.0,27.0,32.4,659.21,gas
21324,2012,11.0,commercial,290.0,2,-7.0,5,1981,14.7,20.1,27.5,1522.91,gas
21325,2009,4.0,commercial,844.0,3,-7.0,2,1996,18.1,27.3,33.1,1712.3,oil
21326,2007,2.0,education,861.0,7,19.0,5,2003,8.4,19.8,28.3,,oil
21327,2011,6.0,factory,625.0,2,51.0,1,1975,24.4,30.6,36.0,287.72,gas
21328,2006,5.0,commercial,596.0,1,337.0,6,1984,23.9,28.9,37.4,3422.12,gas
21329,2007,12.0,office,623.0,2,172.0,8,1974,7.6,14.9,20.4,3229.13,gas
21330,2008,1.0,office,659.0,7,117.0,22,1920,7.7,15.1,22.4,20540.77,elec
21331,2007,3.0,office,921.0,6,51.0,27,1979,12.3,23.3,31.7,30636.14,elec
21332,2014,4.0,commercial,529.0,8,117.0,2,1938,20.0,27.1,31.9,694.27,gas
21333,2007,6.0,factory,595.0,7,37.0,1,1999,25.2,30.1,35.6,718.46,elec
21334,2013,8.0,commercial,1707.0,4,172.0,6,2006,21.7,28.5,33.9,9334.56,gas
21335,2009,12.0,commercial,589.0,2,12.0,2,1956,8.3,16.0,23.5,1930.22,elec
21336,2012,7.0,commercial,854.0,4,337.0,1,1936,25.4,29.9,36.8,889.53,gas
21337,2007,4.0,office,423.0,7,37.0,4,1991,19.1,27.0,34.9,1387.36,gas
21338,2005,1.0,residential,530.0,3,19.0,17,2007,9.5,15.1,21.3,9399.95,elec
21339,2013,5.0,commercial,599.0,8,337.0,1,1948,23.5,28.9,36.3,901.19,elec
21340,2005,4.0,commercial,448.0,1,-7.0,6,1987,20.7,25.8,30.3,3228.83,oil
21341,2008,3.0,,403.0,5,337.0,6,1954,18.3,23.4,29.8,2363.52,oil
21342,2014,10.0,commercial,553.0,4,12.0,2,2001,19.5,24.0,29.7,1008.01,gas
21343,2014,8.0,education,187.0,1,172.0,4,2002,22.6,29.6,37.7,630.12,oil
21344,2005,1.0,office,460.0,3,12.0,16,1981,8.7,15.7,21.4,410.69,gas
21345,2006,2.0,factory,625.0,2,51.0,1,1975,11.8,19.9,25.3,367.64,gas
21346,2009,6.0,commercial,284.0,1,172.0,2,1976,25.5,31.8,39.8,558.23,oil
21347,2014,7.0,education,453.0,5,55.0,2,1937,24.8,31.1,36.6,1165.46,gas
21348,2007,2.0,commercial,435.0,6,203.0,6,1925,12.4,19.0,25.7,4092.48,elec
21349,2009,6.0,commercial,635.0,2,12.0,5,2008,22.3,29.6,38.1,6297.68,elec
21350,2009,3.0,education,187.0,1,172.0,4,2002,16.7,24.1,31.3,671.99,gas
21351,2005,11.0,,923.0,8,12.0,3,1975,12.5,18.5,23.2,2701.6,elec
21352,2009,10.0,commercial,553.0,4,12.0,2,2001,14.8,23.7,29.5,2185.1,elec
21353,2005,11.0,commercial,5947.0,6,12.0,2,1996,15.1,19.7,25.4,18988.17,oil
21354,2008,6.0,factory,625.0,2,51.0,1,1975,24.6,30.7,36.7,482.63,oil
21355,2009,5.0,office,1122.0,6,37.0,27,1958,19.6,27.7,32.4,33929.28,elec
21356,2013,2.0,office,356.0,1,55.0,25,1952,14.9,19.6,25.5,6083.6,gas
21357,2009,4.0,commercial,1231.0,5,55.0,5,1935,21.1,27.2,33.5,10538.94,elec
21358,2009,5.0,commercial,1128.0,6,172.0,1,2008,23.5,27.9,32.8,1857.14,elec
21359,2008,6.0,commercial,803.0,6,203.0,4,1964,23.7,30.2,,4384.38,oil
21360,2005,9.0,education,439.0,1,19.0,6,1989,17.2,26.5,33.0,2995.61,oil
21361,2007,2.0,office,659.0,7,117.0,22,1920,15.5,20.2,27.7,22408.11,elec
21362,2011,5.0,commercial,437.0,1,-7.0,3,1960,23.0,28.5,,1314.33,gas
21363,2006,10.0,factory,306.0,6,337.0,5,1989,17.0,24.0,29.7,1060.23,oil
21364,2006,2.0,residential,880.0,5,12.0,8,2000,14.1,20.1,25.8,4972.28,oil
21365,2014,11.0,factory,520.0,7,117.0,2,1964,16.8,20.4,27.2,1135.2,oil
21366,2009,5.0,residential,623.0,1,51.0,26,1999,23.7,29.9,36.2,9015.89,gas
21367,2014,4.0,commercial,,4,172.0,6,2006,24.0,27.8,36.3,15176.19,elec
21368,2007,9.0,commercial,230.0,6,203.0,4,1967,19.9,27.1,34.6,1240.58,oil
21369,2009,9.0,commercial,1231.0,5,55.0,5,1935,21.0,27.4,34.2,10978.06,elec
21370,2008,1.0,residential,350.0,3,19.0,22,1963,11.1,15.9,22.0,367.36,gas
21371,2008,4.0,education,1114.0,4,51.0,4,1924,19.9,27.0,35.8,3812.55,gas
21372,2008,6.0,education,1114.0,4,51.0,4,1924,22.1,29.6,35.3,3978.32,gas
21373,2011,8.0,residential,379.0,8,19.0,27,1941,20.6,28.3,34.5,4522.33,gas
21374,2009,8.0,commercial,357.0,7,337.0,6,1921,23.6,29.3,36.3,2886.49,gas
21375,2008,2.0,education,326.0,7,12.0,5,1983,10.0,19.1,28.6,3023.19,elec
21376,2008,11.0,commercial,734.0,3,337.0,6,1952,10.4,19.4,24.6,5030.73,oil
21377,2006,5.0,residential,863.0,5,19.0,4,1940,23.0,29.1,35.7,2424.52,oil
21378,2007,12.0,residential,464.0,3,12.0,3,2001,7.7,14.6,20.8,1187.23,oil
21379,2011,1.0,office,225.0,6,19.0,23,1946,8.4,14.5,,7086.68,oil
21380,2014,4.0,commercial,367.0,2,-7.0,6,1974,19.2,26.5,33.4,4367.71,elec
21381,2009,7.0,education,427.0,4,55.0,1,1946,24.1,30.7,38.8,333.57,gas
21382,2011,5.0,office,1260.0,6,55.0,4,1937,21.7,28.9,,3593.52,gas
21383,2006,12.0,factory,923.0,8,12.0,3,1975,8.7,15.6,21.7,2689.06,oil
21384,2006,12.0,residential,258.0,3,51.0,9,1962,6.0,14.2,23.0,2738.47,elec
21385,2013,3.0,education,471.0,8,117.0,3,2001,17.6,23.5,31.3,1918.06,elec
21386,2005,9.0,residential,648.0,8,172.0,29,1937,23.1,27.3,37.9,13851.58,oil
21387,2006,6.0,office,277.0,1,172.0,10,1928,25.6,29.5,34.8,2268.63,oil
21388,2010,9.0,residential,405.0,2,203.0,19,1982,20.4,26.7,32.4,6833.39,oil
21389,2005,11.0,commercial,122.0,6,117.0,1,1997,14.1,19.8,23.7,162.6,elec
21390,2005,7.0,commercial,290.0,2,51.0,4,2003,22.5,29.1,33.9,1532.73,oil
21391,2009,6.0,factory,388.0,2,337.0,1,1941,23.7,,35.4,448.14,elec
21392,2009,10.0,education,301.0,4,19.0,6,1937,18.4,24.2,31.6,2930.92,elec
21393,2005,10.0,education,594.0,8,203.0,3,1936,18.8,23.7,30.9,2660.85,elec
21394,2010,7.0,education,451.0,5,203.0,4,1978,22.9,30.4,,1395.58,oil
21395,2006,9.0,commercial,,1,172.0,3,1960,21.9,27.3,32.0,872.24,oil
21396,2005,9.0,education,812.0,7,337.0,3,2008,21.9,27.1,35.2,3277.64,oil
21397,2011,9.0,,301.0,2,337.0,3,1992,20.5,26.7,33.0,775.97,gas
21398,2013,3.0,residential,460.0,7,55.0,21,1967,19.5,24.4,31.0,6818.7,gas
21399,2009,3.0,commercial,622.0,3,51.0,1,1966,16.9,22.9,29.4,690.98,oil
21400,2007,12.0,education,388.0,4,172.0,2,1936,7.7,13.5,19.0,1436.46,oil
21401,2014,3.0,,659.0,7,117.0,22,1920,18.2,23.1,31.0,16485.59,oil
21402,2005,1.0,factory,,5,203.0,2,1934,10.2,14.8,21.6,1584.37,elec
21403,2006,6.0,commercial,305.0,2,55.0,4,1997,24.1,30.3,37.3,1164.86,gas
21404,2013,4.0,commercial,378.0,3,117.0,5,1922,21.0,,34.7,155.03,gas
21405,2013,8.0,factory,1005.0,4,172.0,6,1953,20.7,29.1,35.1,5850.31,elec
21406,2010,9.0,commercial,844.0,3,-7.0,2,1996,20.7,26.9,31.5,,gas
21407,2007,7.0,commercial,776.0,7,117.0,3,2002,21.4,29.9,35.6,3495.49,oil
21408,2010,10.0,education,338.0,4,117.0,5,2007,17.8,23.6,29.3,2742.67,elec
21409,2014,9.0,factory,1515.0,3,117.0,6,1934,22.3,27.1,32.7,304.33,gas
21410,2006,11.0,commercial,657.0,6,-7.0,1,1963,12.2,20.2,30.1,868.5,oil
21411,2013,12.0,commercial,1231.0,5,55.0,5,1935,8.2,14.4,20.6,9660.69,elec
21412,2005,2.0,commercial,334.0,8,37.0,4,2001,17.4,20.9,26.6,2053.2,oil
21413,2006,6.0,commercial,1127.0,6,12.0,2,1936,21.8,30.7,40.9,4064.41,elec
21414,2007,3.0,education,326.0,7,12.0,5,1983,19.4,24.1,29.7,2519.33,elec
21415,2012,6.0,education,351.0,6,117.0,1,1979,23.2,29.8,39.5,542.51,elec
21416,2009,3.0,factory,243.0,8,19.0,2,1983,17.7,23.4,29.2,211.53,gas
21417,2009,10.0,residential,464.0,3,12.0,3,2001,12.9,22.7,30.0,87.38,gas
21418,2014,10.0,residential,679.0,2,37.0,4,1987,18.3,23.5,28.5,3011.5,elec
21419,2006,8.0,residential,179.0,3,12.0,7,1978,23.2,28.6,37.5,910.39,oil
21420,2009,12.0,commercial,489.0,6,37.0,2,1934,8.6,15.2,23.4,1686.85,elec
21421,2010,5.0,education,812.0,7,337.0,3,2008,21.7,28.6,35.4,3277.64,oil
21422,2010,10.0,residential,390.0,7,55.0,15,1933,12.9,21.5,28.5,3753.94,gas
21423,2011,6.0,commercial,301.0,2,337.0,3,1992,24.2,30.2,37.0,1193.15,oil
21424,2007,12.0,factory,379.0,2,117.0,1,1973,6.1,14.8,22.9,432.53,oil
21425,2007,4.0,commercial,290.0,2,51.0,4,2003,16.7,26.0,,1480.9,oil
21426,2008,10.0,factory,937.0,3,37.0,4,1969,16.2,23.5,29.4,141.17,gas
21427,2007,11.0,factory,520.0,7,117.0,2,1964,12.6,,24.9,1167.79,oil
21428,2014,8.0,commercial,312.0,4,172.0,3,1959,23.0,28.9,35.8,1618.08,elec
21429,2012,12.0,factory,287.0,8,203.0,5,1923,7.2,14.0,21.7,1339.2,elec
21430,2009,10.0,factory,579.0,7,337.0,1,1929,15.2,22.8,30.6,587.28,elec
21431,2008,4.0,factory,497.0,3,51.0,6,1957,21.2,26.6,,1491.52,oil
21432,2010,2.0,education,349.0,1,55.0,3,2003,12.1,19.0,25.7,1194.02,oil
21433,2014,11.0,residential,3228.0,3,-7.0,5,1944,13.0,20.2,,810.55,gas
21434,2014,10.0,factory,497.0,3,51.0,6,1957,17.1,22.7,29.5,2367.11,elec
21435,2008,6.0,office,277.0,1,172.0,10,1928,22.8,29.4,34.6,2052.57,oil
21436,2011,7.0,,388.0,2,337.0,1,1941,21.2,29.4,33.5,394.36,elec
21437,2012,12.0,office,1249.0,6,12.0,9,1940,8.5,14.5,20.3,6620.95,gas
21438,2009,3.0,residential,179.0,3,12.0,7,1978,16.2,22.6,30.9,1193.56,elec
21439,2005,12.0,commercial,365.0,3,203.0,2,1963,7.7,14.3,21.7,,oil
21440,2007,1.0,education,473.0,2,337.0,5,1995,11.1,15.7,24.7,3496.42,elec
21441,2006,11.0,office,843.0,4,203.0,4,1941,13.1,19.0,26.5,4362.02,elec
21442,2010,7.0,,880.0,5,12.0,8,2000,23.6,30.8,36.7,6008.37,gas
21443,2014,12.0,office,582.0,4,37.0,3,1975,9.2,14.1,20.8,1244.9,gas
21444,2012,5.0,factory,953.0,2,-7.0,1,1982,19.7,28.7,33.1,463.09,gas
21445,2011,6.0,factory,1515.0,3,117.0,6,1934,23.7,30.5,34.6,5982.36,oil
21446,2005,2.0,commercial,1128.0,6,172.0,1,2008,13.7,20.3,25.8,1503.4,elec
21447,2010,2.0,office,1296.0,3,12.0,20,2008,13.2,19.7,28.0,25634.3,oil
21448,2009,7.0,commercial,912.0,6,172.0,6,1951,24.8,31.3,36.6,8580.1,elec
21449,2010,12.0,factory,497.0,3,51.0,6,1957,8.1,14.8,21.6,124.8,gas
21450,2012,1.0,commercial,334.0,8,37.0,4,2001,8.8,15.1,23.7,960.19,gas
21451,2014,7.0,residential,2730.0,1,-7.0,17,1973,25.7,30.3,36.4,44442.22,elec
21452,2011,8.0,office,1266.0,6,37.0,29,1952,20.3,28.3,32.5,34951.73,elec
21453,2008,8.0,office,285.0,7,55.0,8,1932,24.2,29.7,35.8,1544.36,gas
21454,2008,10.0,residential,1085.0,5,37.0,7,1928,18.4,24.5,29.8,,oil
21455,2011,9.0,commercial,448.0,1,-7.0,6,1987,17.6,26.5,33.0,2817.32,gas
21456,2007,2.0,office,1122.0,6,37.0,27,1958,15.4,19.7,25.4,39018.67,elec
21457,2006,5.0,commercial,360.0,3,12.0,3,1948,24.3,29.0,35.4,1676.51,elec
21458,2011,12.0,commercial,524.0,6,117.0,3,1929,6.9,14.4,22.4,2711.39,elec
21459,2007,5.0,office,1266.0,6,37.0,29,1952,25.4,29.5,33.6,49343.62,elec
21460,2006,3.0,commercial,547.0,2,172.0,1,1923,16.6,24.0,32.0,574.5,gas
21461,2008,2.0,commercial,551.0,1,203.0,3,1927,12.7,19.5,26.9,2851.09,elec
21462,2010,11.0,factory,987.0,5,203.0,2,1934,13.6,19.7,25.1,1207.14,elec
21463,2010,8.0,office,1203.0,8,172.0,17,1963,21.2,29.4,,15154.19,oil
21464,2014,1.0,commercial,5947.0,6,12.0,2,1996,11.3,15.0,20.2,12388.79,gas
21465,2008,7.0,commercial,429.0,8,51.0,1,1963,22.4,31.4,,308.32,gas
21466,2013,6.0,education,1013.0,4,117.0,6,1977,25.2,30.8,36.8,9006.14,elec
21467,2007,9.0,residential,233.0,7,51.0,12,1949,21.1,26.7,31.9,2821.51,oil
21468,2009,12.0,commercial,232.0,5,172.0,3,1976,8.2,14.5,21.7,886.38,oil
21469,2013,4.0,factory,497.0,3,51.0,6,1957,22.3,27.3,32.4,1648.52,oil
21470,2005,5.0,residential,1172.0,8,12.0,2,1997,21.8,28.7,35.9,988.81,gas
21471,2012,7.0,factory,218.0,3,203.0,1,1971,19.8,29.6,36.0,9.58,gas
21472,2007,7.0,commercial,290.0,2,51.0,4,2003,24.6,30.8,39.6,1323.72,oil
21473,2013,8.0,residential,291.0,6,51.0,13,1994,24.4,29.7,36.4,3813.26,elec
21474,2010,7.0,commercial,596.0,1,337.0,6,1984,22.7,,35.9,4490.74,oil
21475,2009,9.0,office,659.0,7,117.0,22,1920,22.9,27.2,34.3,14135.55,oil
21476,2007,4.0,office,956.0,2,51.0,13,2002,20.7,27.6,33.4,11729.55,oil
21477,2007,9.0,commercial,213.0,1,172.0,3,1960,21.8,28.1,36.5,640.62,gas
21478,2013,10.0,office,435.0,6,117.0,9,1990,19.1,24.2,30.5,2670.03,gas
21479,2014,12.0,education,488.0,6,172.0,4,2006,9.3,14.6,21.3,1452.29,gas
21480,2011,9.0,office,804.0,1,337.0,18,1995,18.2,,33.4,17829.5,elec
21481,2012,2.0,factory,,5,203.0,2,1934,14.4,19.8,26.1,1735.26,elec
21482,2012,11.0,commercial,357.0,7,337.0,6,1921,10.9,18.9,25.1,2245.05,gas
21483,2006,6.0,commercial,932.0,5,117.0,6,1958,27.9,31.0,34.8,8069.54,gas
21484,2014,9.0,factory,833.0,2,117.0,4,1935,21.5,27.9,34.1,1704.32,gas
21485,2013,4.0,commercial,290.0,2,-7.0,5,1981,21.5,26.1,32.4,1741.74,oil
21486,2009,7.0,factory,1515.0,3,117.0,6,1934,26.1,31.2,36.9,4785.88,oil
21487,2007,2.0,commercial,624.0,6,55.0,6,1978,11.0,19.8,24.7,4145.48,oil
21488,2009,7.0,commercial,357.0,7,337.0,6,1921,23.6,30.7,35.3,2351.96,gas
21489,2010,11.0,education,473.0,2,337.0,5,1995,12.3,20.0,25.8,2322.62,gas
21490,2014,4.0,commercial,5947.0,6,12.0,2,1996,22.0,27.1,32.0,18649.79,elec
21491,2012,6.0,residential,244.0,6,117.0,23,1994,26.6,30.8,,6222.59,elec
21492,2014,2.0,factory,595.0,7,37.0,1,1999,12.8,19.3,27.2,621.44,oil
21493,2008,6.0,commercial,339.0,1,37.0,4,2009,26.2,31.1,35.9,2338.83,elec
21494,2007,11.0,commercial,213.0,1,172.0,3,1960,10.8,19.2,27.8,698.86,gas
21495,2006,8.0,factory,953.0,2,-7.0,1,1982,23.9,29.8,34.0,1144.74,elec
21496,2013,8.0,,582.0,4,37.0,3,1975,22.8,28.5,33.8,2053.3,elec
21497,2014,8.0,,741.0,2,55.0,9,2004,22.5,29.7,36.8,6008.1,oil
21498,2007,3.0,residential,390.0,7,55.0,15,1933,18.9,23.2,30.1,5047.9,oil
21499,2011,7.0,office,1084.0,8,19.0,24,1924,25.9,31.0,37.9,22321.73,oil
21500,2007,11.0,commercial,301.0,7,12.0,2,1920,11.2,18.7,25.6,751.15,gas
21501,2008,10.0,residential,623.0,8,337.0,26,1993,16.7,24.5,31.8,15666.32,elec
21502,2012,5.0,commercial,435.0,6,203.0,6,1925,20.5,29.2,35.4,3887.86,elec
21503,2011,2.0,factory,3888.0,8,172.0,1,1963,15.1,19.2,26.7,1692.21,gas
21504,2013,1.0,education,420.0,1,12.0,6,1925,10.4,14.7,20.1,1968.62,gas
21505,2009,7.0,office,623.0,2,172.0,8,1974,23.8,29.8,34.9,6140.29,elec
21506,2008,7.0,,1178.0,4,117.0,3,1930,23.5,30.4,36.5,3849.48,oil
21507,2012,9.0,commercial,439.0,3,19.0,5,1958,19.7,27.2,32.9,171.47,gas
21508,2010,8.0,commercial,877.0,2,55.0,2,1984,20.7,29.5,35.3,3176.56,elec
21509,2013,7.0,education,545.0,5,19.0,4,2002,24.0,29.7,34.6,3332.78,elec
21510,2009,7.0,office,1210.0,1,117.0,7,2004,25.5,31.3,40.0,6065.37,gas
21511,2007,9.0,commercial,388.0,4,37.0,3,1970,17.0,27.3,33.4,1842.47,oil
21512,2006,9.0,commercial,323.0,1,117.0,5,1927,19.7,26.2,30.7,2265.41,oil
21513,2009,1.0,commercial,239.0,7,117.0,6,1959,7.9,15.2,20.8,3119.52,oil
21514,2011,12.0,commercial,,6,117.0,1,1997,8.2,15.3,24.6,132.37,gas
21515,2012,5.0,office,1260.0,6,55.0,4,1937,23.5,29.5,34.3,6491.52,elec
21516,2007,2.0,office,277.0,1,172.0,10,1928,12.6,18.9,23.7,3257.52,elec
21517,2009,4.0,,520.0,7,117.0,2,1964,17.1,26.2,31.8,583.95,gas
21518,2006,9.0,education,650.0,1,12.0,2,1999,20.3,26.9,32.2,1155.96,oil
21519,2007,6.0,commercial,365.0,3,203.0,2,1963,24.6,29.7,38.6,1133.19,elec
21520,2007,12.0,residential,686.0,3,172.0,18,1950,8.3,14.4,25.4,9634.03,oil
21521,2010,6.0,office,249.0,6,337.0,3,1940,22.2,29.0,35.4,1003.97,elec
21522,2013,4.0,residential,1186.0,3,117.0,5,1999,18.8,26.3,34.0,4245.62,oil
21523,2007,12.0,commercial,575.0,6,19.0,5,1979,4.5,13.6,,5927.85,oil
21524,2010,9.0,residential,689.0,5,51.0,22,1931,20.4,27.1,32.2,12513.72,elec
21525,2011,8.0,office,399.0,5,37.0,15,1922,23.7,29.8,36.5,3452.21,oil
21526,2006,2.0,education,439.0,1,19.0,6,1989,14.2,20.1,31.4,2057.68,gas
21527,2007,10.0,commercial,1231.0,5,55.0,5,1935,14.0,23.7,,5999.53,oil
21528,2014,8.0,residential,405.0,2,203.0,19,1982,21.0,28.5,36.4,10238.66,elec
21529,2008,3.0,commercial,975.0,2,12.0,3,1994,14.9,23.8,28.5,3351.35,gas
21530,2014,9.0,education,425.0,5,-7.0,4,1932,22.6,27.1,33.6,2287.08,elec
21531,2014,12.0,residential,317.0,6,12.0,23,1945,8.0,14.5,21.5,7901.86,oil
21532,2013,9.0,commercial,1003.0,4,-7.0,6,1994,19.0,27.2,33.6,12880.45,elec
21533,2012,10.0,education,837.0,5,203.0,3,1934,18.2,23.1,29.5,2145.56,oil
21534,2010,1.0,factory,1515.0,3,117.0,6,1934,8.9,15.3,23.1,6326.94,oil
21535,2006,7.0,education,814.0,1,55.0,5,1935,25.7,30.3,37.6,3656.41,gas
21536,2013,9.0,office,976.0,3,19.0,26,2001,22.3,27.3,32.5,30694.81,elec
21537,2005,7.0,commercial,129.0,1,337.0,2,1952,24.1,30.4,36.8,295.82,oil
21538,2009,10.0,commercial,489.0,6,37.0,2,1934,17.1,24.0,29.8,1226.8,elec
21539,2010,1.0,office,487.0,1,51.0,2,1934,7.3,14.7,21.3,1034.81,oil
21540,2013,2.0,office,373.0,8,203.0,16,1940,14.0,19.3,25.0,6075.9,elec
21541,2007,7.0,residential,486.0,2,-7.0,17,2006,26.8,31.1,39.9,7786.77,elec
21542,2010,2.0,education,337.0,8,203.0,1,1940,12.2,18.8,24.7,480.33,elec
21543,2011,2.0,education,457.0,4,37.0,6,1961,12.2,18.6,24.6,3095.61,elec
21544,2009,10.0,education,1013.0,4,117.0,6,1977,18.3,23.3,33.0,9863.86,elec
21545,2009,4.0,commercial,489.0,6,37.0,2,1934,21.4,27.3,35.6,1174.77,oil
21546,2012,9.0,commercial,1105.0,7,117.0,6,1966,19.0,25.8,31.6,7995.63,oil
21547,2012,12.0,factory,788.0,4,117.0,6,1998,8.2,14.3,,2088.59,gas
21548,2010,8.0,education,1013.0,4,117.0,6,1977,23.9,29.7,33.5,5973.46,oil
21549,2008,11.0,office,956.0,2,51.0,13,2002,13.3,19.4,24.3,16090.27,oil
21550,2007,9.0,education,525.0,8,117.0,1,1993,20.9,26.7,31.2,819.55,elec
