,year,month,sector,floor_size,district,elevation,floors,built,tmp_min,tmp_mean,cost,source,total_size,cost_per_meter
17329,2006,9.0,1,1869.0,5,117.0,4,1987,18.6,8873.15,8873.15,3,7476.0,1.1868846976993044
17330,2010,2.0,5,1084.0,8,19.0,24,1924,14.3,27957.83,27957.83,1,26016.0,1.0746398370233703
17331,2005,9.0,2,585.0,8,12.0,3,1924,21.8,1642.68,1642.68,3,1755.0,0.936
17332,2005,5.0,5,821.0,3,51.0,8,1993,24.7,7613.63,7613.63,1,6568.0,1.1592006699147381
17333,2008,5.0,3,648.0,8,172.0,29,1937,23.8,16489.98,16489.98,3,18792.0,0.8775
17334,2009,7.0,1,575.0,6,19.0,5,1979,21.0,2511.6,2511.6,3,2875.0,0.8735999999999999
17335,2005,6.0,1,941.0,3,117.0,4,1954,25.2,6108.52,6108.52,1,3764.0,1.6228799149840596
17336,2012,12.0,5,464.0,5,55.0,18,1947,8.2,8512.36,8512.36,1,8352.0,1.0192001915708813
17337,2014,3.0,5,435.0,6,117.0,9,1990,19.8,3053.7,3053.7,3,3915.0,0.7799999999999999
17338,2011,7.0,2,326.0,7,12.0,5,1983,25.0,2193.16,2193.16,3,1630.0,1.3454969325153374
17339,2007,6.0,4,788.0,4,117.0,6,1998,24.3,4587.11,4587.11,1,4728.0,0.9702009306260575
17340,2010,2.0,3,1085.0,5,37.0,7,1928,11.5,6482.04,6482.04,2,7595.0,0.8534614878209348
17341,2011,3.0,3,350.0,3,19.0,22,1963,17.8,5339.91,5339.91,3,7700.0,0.6934948051948052
17342,2007,6.0,3,394.0,1,37.0,11,1940,22.9,4587.11,4587.11,1,4334.0,1.0584010152284262
17343,2012,3.0,2,420.0,1,12.0,6,1925,17.1,3725.57,3725.57,1,2520.0,1.4784007936507937
17344,2010,3.0,2,442.0,5,337.0,5,1922,17.2,2077.5,2077.5,2,2210.0,0.9400452488687783
17345,2011,8.0,2,326.0,7,12.0,5,1983,23.2,1621.03,1621.03,3,1630.0,0.9944969325153374
17346,2010,12.0,5,1084.0,8,19.0,24,1924,6.6,30121.14,30121.14,3,26016.0,1.1577928966789668
17347,2014,10.0,5,1203.0,8,172.0,17,1963,16.9,19849.6,19849.6,3,20451.0,0.9705931250305608
17348,2014,5.0,1,213.0,1,172.0,3,1960,22.3,802.46,802.46,3,639.0,1.2558059467918623
17349,2009,8.0,2,442.0,5,337.0,5,1922,23.8,1619.68,1619.68,3,2210.0,0.7328868778280543
17350,2007,6.0,2,156.0,3,-7.0,3,1978,24.8,566.09,566.09,1,468.0,1.2095940170940171
17351,2006,2.0,3,615.0,2,203.0,7,1961,12.7,3303.01,3303.01,2,4305.0,0.7672497096399536
17352,2011,12.0,2,525.0,8,117.0,1,1993,9.2,819.55,819.55,1,525.0,1.561047619047619
17353,2014,4.0,4,243.0,8,19.0,2,1983,21.6,170.85,170.85,2,486.0,0.3515432098765432
17354,2005,5.0,1,547.0,2,172.0,1,1923,21.2,548.39,548.39,2,547.0,1.0025411334552101
17355,2014,1.0,1,553.0,4,12.0,2,2001,10.2,2138.78,2138.78,3,1106.0,1.9337974683544306
17356,2005,1.0,1,1127.0,6,12.0,2,1936,5.7,3717.28,3717.28,3,2254.0,1.649192546583851
17357,2008,5.0,1,1231.0,5,55.0,5,1935,22.9,4851.541864684603,4851.541864684603,3,6155.0,0.7882277603061906
17358,2012,5.0,1,813.0,3,12.0,4,1961,23.4,3675.48,3675.48,3,3252.0,1.1302214022140222
17359,2012,6.0,3,686.0,3,172.0,18,1950,25.7,8581.61,8581.61,3,12348.0,0.6949797538062845
17360,2014,4.0,2,473.0,2,337.0,5,1995,21.9,3146.77,3146.77,1,2365.0,1.3305581395348838
17361,2009,12.0,2,471.0,8,117.0,3,2001,8.9,681.22,681.22,2,1413.0,0.4821089879688606
17362,2013,1.0,5,258.0,4,117.0,11,1950,7.2,4851.541864684603,4851.541864684603,1,2838.0,1.709493257464624
17363,2007,2.0,1,1707.0,4,172.0,6,2006,14.3,8890.06,8890.06,2,10242.0,0.8680003905487209
17364,2011,11.0,1,1085.0,5,37.0,7,1928,11.8,6763.86,6763.86,2,7595.0,0.8905674786043449
17365,2008,2.0,4,218.0,3,203.0,1,1971,14.4,154.64,154.64,3,218.0,0.7093577981651376
17366,2005,1.0,5,1342.0,6,19.0,5,1944,8.4,4368.21,4368.21,2,6710.0,0.651
17367,2010,2.0,1,657.0,6,-7.0,1,1963,11.6,1081.68,1081.68,1,657.0,1.646392694063927
17368,2007,2.0,1,1554.0,4,37.0,1,1995,13.8,1483.76,1483.76,2,1554.0,0.9548005148005148
17369,2011,9.0,1,339.0,1,37.0,4,2009,22.6,1332.68,1332.68,3,1356.0,0.9828023598820059
17370,2014,1.0,1,1178.0,4,117.0,3,1930,9.0,5236.54,5236.54,1,3534.0,1.4817600452744766
17371,2011,5.0,1,203.0,6,117.0,4,1953,24.3,881.02,881.02,2,812.0,1.085
17372,2012,1.0,5,741.0,2,55.0,9,2004,9.4,4548.26,4548.26,2,6669.0,0.6820002998950367
17373,2010,4.0,2,156.0,3,-7.0,3,1978,20.9,4851.541864684603,4851.541864684603,3,468.0,10.366542445907271
17374,2012,11.0,5,493.0,1,51.0,28,1995,12.2,9885.04,9885.04,2,13804.0,0.7160996812518111
17375,2014,10.0,1,129.0,1,337.0,2,1952,18.7,315.29,315.29,3,258.0,1.2220542635658915
17376,2006,6.0,2,351.0,6,117.0,1,1979,24.1,518.92,518.92,1,351.0,1.4784045584045582
17377,2012,7.0,2,1919.0,3,37.0,6,1962,26.3,16712.8,16712.8,1,11514.0,1.4515198888309884
17378,2005,2.0,1,1127.0,6,12.0,2,1936,13.2,3344.75,3344.75,3,2254.0,1.4839174800354924
17379,2005,7.0,5,582.0,4,37.0,3,1975,23.2,1429.97,1429.97,3,1746.0,0.8189977090492555
17380,2008,3.0,5,529.0,2,117.0,26,1989,16.6,9849.24,9849.24,2,13754.0,0.7161000436236731
17381,2006,4.0,1,435.0,6,203.0,6,1925,21.1,4092.48,4092.48,1,2610.0,1.568
17382,2013,11.0,5,1296.0,3,12.0,20,2008,11.0,1446.34,1446.34,2,25920.0,0.05580015432098765
17383,2013,6.0,2,453.0,5,55.0,2,1937,23.7,700.89,700.89,3,906.0,0.7736092715231788
17384,2013,6.0,3,163.0,1,12.0,21,1989,23.8,4851.541864684603,4851.541864684603,3,3423.0,1.4173362152160687
17385,2006,7.0,5,430.0,6,55.0,14,2001,22.9,5869.5,5869.5,3,6020.0,0.975
17386,2010,8.0,4,371.0,2,117.0,2,1945,22.3,360.56,360.56,2,742.0,0.4859299191374663
17387,2007,11.0,5,557.0,6,37.0,7,1925,14.3,4803.57,4803.57,1,3899.0,1.2320005129520388
17388,2013,10.0,2,411.0,4,172.0,2,1949,17.4,967.54,967.54,3,822.0,1.1770559610705595
17389,2009,1.0,1,122.0,6,117.0,1,1997,8.2,198.75,198.75,3,122.0,1.6290983606557377
17390,2013,3.0,1,429.0,8,51.0,1,1963,17.9,254.7,254.7,2,429.0,0.5937062937062937
17391,2010,3.0,1,378.0,3,117.0,5,1922,16.9,132.88,132.88,2,1890.0,0.0703068783068783
17392,2007,1.0,5,493.0,1,51.0,28,1995,4.4,20871.65,20871.65,1,13804.0,1.5120001448855405
17393,2009,12.0,1,539.0,6,172.0,4,2009,8.6,4170.38,4170.38,3,2156.0,1.934313543599258
17394,2011,7.0,3,239.0,5,37.0,18,1998,23.2,3192.69,3192.69,2,4302.0,0.7421408647140865
17395,2012,1.0,1,139.0,7,117.0,6,1928,6.3,1579.06,1579.06,1,834.0,1.893357314148681
17396,2013,9.0,4,656.6619098651926,3,37.0,5,1957,19.4,45.2,45.2,2,3283.309549325963,0.013766597185233174
17397,2006,5.0,5,249.0,6,337.0,3,1940,24.4,920.3,920.3,1,747.0,1.2319946452476573
17398,2011,11.0,4,953.0,2,-7.0,1,1982,15.2,536.21,536.21,2,953.0,0.5626547743966422
17399,2006,6.0,1,411.0,8,19.0,4,1987,24.5,2863.93,2863.93,1,1644.0,1.7420498783454987
17400,2005,10.0,5,493.0,1,51.0,28,1995,17.2,8087.76,8087.76,2,13804.0,0.5858997392060272
17401,2012,5.0,5,423.0,7,37.0,4,1991,21.4,1814.67,1814.67,3,1692.0,1.0725
17402,2011,12.0,3,1085.0,5,37.0,7,1928,7.7,5918.38,5918.38,2,7595.0,0.7792468729427255
17403,2014,11.0,1,1029.0,5,117.0,4,1956,13.6,5234.81,5234.81,3,4116.0,1.2718197278911565
17404,2013,1.0,4,407.0,4,-7.0,4,1979,8.5,1794.87,1794.87,1,1628.0,1.1025
17405,2011,4.0,5,1418.0,5,12.0,20,1964,18.6,36130.64,36130.64,1,28360.0,1.274
17406,2010,10.0,2,585.0,8,12.0,3,1924,16.8,1939.27,1939.27,3,1755.0,1.104997150997151
17407,2009,2.0,2,427.0,4,55.0,1,1946,13.3,301.8,301.8,2,427.0,0.7067915690866511
17408,2013,10.0,1,290.0,2,-7.0,5,1981,16.6,2876.1,2876.1,1,1450.0,1.9835172413793103
17409,2008,10.0,3,530.0,3,19.0,17,2007,18.4,10626.03,10626.03,1,9010.0,1.1793596004439513
17410,2011,8.0,1,622.0,3,51.0,1,1966,23.6,789.99,789.99,1,622.0,1.2700803858520902
17411,2007,1.0,1,657.0,6,-7.0,1,1963,6.4,570.28,570.28,2,657.0,0.8680060882800609
17412,2010,7.0,2,320.0,2,203.0,5,1944,21.1,2956.8,2956.8,1,1600.0,1.848
17413,2008,4.0,1,854.0,4,337.0,1,1936,18.9,1546.63,1546.63,1,854.0,1.8110421545667448
17414,2006,7.0,1,1029.0,5,117.0,4,1956,25.0,6460.34,6460.34,1,4116.0,1.5695675413022352
17415,2008,4.0,3,591.0,5,-7.0,20,1964,18.5,12468.59,12468.59,1,11820.0,1.054872250423012
17416,2010,11.0,4,1515.0,3,117.0,6,1934,11.8,7190.79,7190.79,3,9090.0,0.7910660066006601
17417,2009,11.0,4,320.0,8,37.0,3,1990,12.5,948.91,948.91,3,960.0,0.9884479166666666
17418,2005,11.0,1,1128.0,6,172.0,1,2008,13.9,1540.64,1540.64,3,1128.0,1.3658156028368795
17419,2013,2.0,4,379.0,2,117.0,1,1973,14.7,400.28,400.28,3,379.0,1.0561477572559366
17420,2009,7.0,5,331.0,1,55.0,19,1964,25.4,4660.15,4660.15,3,6289.0,0.7410001590077914
17421,2013,8.0,3,623.0,8,337.0,26,1993,22.5,14213.74,14213.74,3,16198.0,0.877499691319916
17422,2009,2.0,2,1862.0,8,19.0,6,1945,13.9,15165.32,15165.32,1,11172.0,1.3574400286430361
17423,2012,1.0,4,306.0,6,337.0,5,1989,6.2,1477.98,1477.98,1,1530.0,0.966
17424,2010,1.0,5,277.0,1,172.0,10,1928,10.4,3088.69,3088.69,3,2770.0,1.1150505415162455
17425,2009,2.0,2,338.0,4,117.0,5,2007,12.6,1383.1,1383.1,2,1690.0,0.8184023668639052
17426,2007,1.0,5,1296.0,3,12.0,20,2008,9.9,27433.73,27433.73,1,25920.0,1.0584000771604938
17427,2007,9.0,4,218.0,3,203.0,1,1971,19.1,181.29,181.29,1,218.0,0.8316055045871559
17428,2012,4.0,1,367.0,2,-7.0,6,1974,18.9,4177.81,4177.81,1,2202.0,1.8972797456857404
17429,2010,9.0,1,139.0,7,117.0,6,1928,19.6,749.25,749.25,2,834.0,0.8983812949640287
17430,2014,6.0,2,301.0,4,19.0,6,1937,26.6,1863.68,1863.68,3,1806.0,1.031937984496124
17431,2010,3.0,1,734.0,3,337.0,6,1952,18.1,6134.0,6134.0,3,4404.0,1.3928247048138056
17432,2006,5.0,5,1218.0,5,172.0,23,1959,22.8,23100.34,23100.34,2,28014.0,0.824599842935675
17433,2012,10.0,2,488.0,6,172.0,4,2006,18.2,3148.19,3148.19,1,1952.0,1.6128022540983606
17434,2011,2.0,3,233.0,7,51.0,12,1949,8.7,4537.98,4537.98,3,2796.0,1.6230257510729613
17435,2014,3.0,4,987.0,5,203.0,2,1934,16.4,833.47,833.47,3,1974.0,0.42222391084093214
17436,2008,10.0,3,460.0,7,55.0,21,1967,17.5,11443.9,11443.9,3,9660.0,1.1846687370600413
17437,2014,7.0,5,1292.0,1,37.0,5,1992,22.1,9044.0,9044.0,1,6460.0,1.4
17438,2013,8.0,1,622.0,3,51.0,1,1966,19.1,746.1,746.1,1,622.0,1.1995176848874598
17439,2008,4.0,5,1249.0,6,12.0,9,1940,21.6,6575.99,6575.99,3,11241.0,0.5850004448002847
17440,2013,1.0,5,172.0,1,19.0,23,1947,8.1,4465.75,4465.75,3,3956.0,1.128854903943377
17441,2010,2.0,4,371.0,2,117.0,2,1945,12.2,455.44,455.44,2,742.0,0.6138005390835579
17442,2008,8.0,2,812.0,7,337.0,3,2008,25.2,4141.59,4141.59,1,2436.0,1.7001600985221677
17443,2008,3.0,1,429.0,8,51.0,1,1963,18.3,308.32,308.32,2,429.0,0.7186946386946387
17444,2014,8.0,1,157.0,6,12.0,3,1921,24.6,462.9,462.9,3,471.0,0.9828025477707006
17445,2006,3.0,5,258.0,4,117.0,11,1950,17.5,3170.61,3170.61,1,2838.0,1.1171987315010572
17446,2005,7.0,1,230.0,6,203.0,4,1967,23.7,1004.64,1004.64,3,920.0,1.092
17447,2009,3.0,2,320.0,2,203.0,5,1944,17.9,2601.98,2601.98,1,1600.0,1.6262375
17448,2011,3.0,5,435.0,6,117.0,9,1990,16.7,2427.3,2427.3,2,3915.0,0.62
17449,2014,2.0,2,420.0,1,12.0,6,1925,12.4,2263.92,2263.92,2,2520.0,0.8983809523809524
17450,2010,10.0,1,260.0,4,117.0,4,2009,16.8,947.86,947.86,2,1040.0,0.9114038461538462
17451,2012,6.0,4,287.0,8,203.0,5,1923,22.1,1217.45,1217.45,1,1435.0,0.848397212543554
17452,2011,7.0,4,452.0,5,-7.0,2,1939,27.0,529.1,529.1,3,904.0,0.5852876106194691
17453,2014,12.0,1,312.0,4,172.0,3,1959,8.6,1618.08,1618.08,1,936.0,1.7287179487179487
17454,2008,7.0,2,427.0,4,55.0,1,1946,22.6,602.58,602.58,1,427.0,1.4111943793911008
17455,2011,1.0,3,924.0,7,203.0,25,1931,8.8,17787.92,17787.92,2,23100.0,0.7700398268398267
17456,2013,2.0,5,285.0,7,55.0,8,1932,15.0,1463.08,1463.08,2,2280.0,0.6417017543859649
17457,2011,12.0,4,2362.0,6,117.0,6,2007,9.0,14926.43,14926.43,3,14172.0,1.0532338413773639
17458,2012,10.0,4,368.0,7,-7.0,1,1932,17.6,277.55,277.55,3,368.0,0.7542119565217391
17459,2006,11.0,1,1178.0,4,117.0,3,1930,14.1,6227.04,6227.04,3,3534.0,1.762037351443124
17460,2009,8.0,2,439.0,1,19.0,6,1989,24.1,4851.541864684603,4851.541864684603,2,2634.0,1.8418913685211096
17461,2011,4.0,3,954.0,8,117.0,27,1943,20.1,10865.96,10865.96,2,25758.0,0.42184796956285425
17462,2010,6.0,1,313.0,3,-7.0,7,1978,23.1,1315.06,1315.06,3,2191.0,0.6002099497946143
17463,2006,4.0,2,837.0,5,203.0,3,1934,19.1,2608.92,2608.92,2,2511.0,1.0389964157706093
17464,2005,5.0,1,239.0,7,117.0,6,1959,20.6,2456.5,2456.5,1,1434.0,1.7130404463040447
17465,2005,1.0,1,804.0,1,337.0,18,1995,6.8,17829.5,17829.5,1,14472.0,1.2319997236042013
17466,2010,7.0,1,429.0,8,51.0,1,1963,25.8,281.51,281.51,2,429.0,0.6562004662004661
17467,2012,8.0,1,260.0,4,117.0,4,2009,21.9,857.58,857.58,2,1040.0,0.8245961538461539
17468,2011,7.0,3,924.0,7,203.0,25,1931,23.5,14082.11,14082.11,2,23100.0,0.6096151515151516
17469,2008,7.0,2,585.0,8,12.0,3,1924,25.3,1724.81,1724.81,3,1755.0,0.9827977207977208
17470,2012,6.0,1,1554.0,4,37.0,1,1995,23.4,1416.32,1416.32,2,1554.0,0.9114028314028314
17471,2011,8.0,3,394.0,1,37.0,11,1940,22.1,3047.15,3047.15,2,4334.0,0.7030802953391786
17472,2010,2.0,3,1068.0,1,12.0,11,1946,11.2,5506.52,5506.52,2,11748.0,0.46871978209056864
17473,2010,5.0,3,313.0,3,-7.0,7,1978,24.4,1453.49,1453.49,3,2191.0,0.6633911455956184
17474,2014,8.0,5,439.0,8,117.0,9,1987,21.8,5139.78,5139.78,1,3951.0,1.3008807896735004
17475,2007,2.0,2,545.0,5,19.0,4,2002,14.5,2799.54,2799.54,1,2180.0,1.2841926605504588
17476,2012,1.0,1,1492.0,4,172.0,2,1991,9.7,6386.71,6386.71,1,2984.0,2.14031836461126
17477,2010,4.0,1,1492.0,4,172.0,2,1991,18.9,2331.1,2331.1,2,2984.0,0.7811997319034852
17478,2008,1.0,5,741.0,2,55.0,9,2004,6.7,7805.4,7805.4,1,6669.0,1.170400359874044
17479,2008,11.0,2,473.0,2,337.0,5,1995,12.7,3671.24,3671.24,1,2365.0,1.552321353065539
17480,2008,11.0,3,163.0,1,12.0,21,1989,9.1,3795.42,3795.42,1,3423.0,1.1087992988606485
17481,2014,12.0,3,615.0,2,203.0,7,1961,6.0,5678.27,5678.27,3,4305.0,1.318994192799071
17482,2010,6.0,3,486.0,2,-7.0,17,2006,27.5,8702.86,8702.86,1,8262.0,1.053359961268458
17483,2007,6.0,3,1085.0,5,37.0,7,1928,21.7,7327.52,7327.52,2,7595.0,0.9647820934825544
17484,2006,1.0,3,394.0,1,37.0,11,1940,6.6,5460.84,5460.84,1,4334.0,1.26
17485,2013,3.0,4,371.0,5,-7.0,6,1953,17.3,4851.541864684603,4851.541864684603,2,2226.0,2.1794887083039547
17486,2010,3.0,2,156.0,3,-7.0,3,1978,16.9,419.77,419.77,3,468.0,0.8969444444444444
17487,2008,7.0,3,179.0,3,12.0,7,1978,23.7,870.81,870.81,3,1253.0,0.6949800478850757
17488,2010,9.0,2,399.0,5,12.0,4,1975,21.3,1364.64,1364.64,3,1596.0,0.8550375939849625
17489,2009,5.0,5,549.0,8,19.0,3,1972,23.1,1284.66,1284.66,3,1647.0,0.78
17490,2012,5.0,2,650.0,1,12.0,2,1999,22.7,1218.67,1218.67,2,1300.0,0.9374384615384616
17491,2010,2.0,1,551.0,1,203.0,3,1927,11.2,1129.91,1129.91,2,1653.0,0.6835511191772535
17492,2012,2.0,4,371.0,5,-7.0,6,1953,14.9,1376.67,1376.67,2,2226.0,0.6184501347708895
17493,2011,2.0,4,368.0,7,-7.0,1,1932,13.7,186.95,186.95,2,368.0,0.5080163043478261
17494,2009,1.0,3,594.0,8,337.0,26,1994,9.8,5894.54,5894.54,2,15444.0,0.38167184667184667
17495,2006,2.0,2,565.0,5,117.0,5,2006,13.8,3627.84,3627.84,1,2825.0,1.284191150442478
17496,2009,12.0,5,529.0,2,117.0,26,1989,7.7,21646.45,21646.45,3,13754.0,1.5738294314381271
17497,2005,1.0,1,588.0,2,12.0,4,1963,6.3,4346.04,4346.04,3,2352.0,1.8478061224489797
17498,2008,10.0,1,596.0,1,337.0,6,1984,17.5,5200.47,5200.47,3,3576.0,1.454270134228188
17499,2008,12.0,1,657.0,2,19.0,5,1972,11.1,6022.49,6022.49,3,3285.0,1.8333302891933028
17500,2014,7.0,5,474.0,2,51.0,26,1992,24.1,11102.69,11102.69,3,12324.0,0.9008998701720221
17501,2010,9.0,3,863.0,5,19.0,4,1940,23.2,3641.42,3641.42,1,3452.0,1.054872537659328
17502,2012,5.0,2,1107.0,4,203.0,4,1927,24.5,3459.15,3459.15,2,4428.0,0.78119918699187
17503,2013,5.0,3,244.0,6,117.0,23,1994,24.4,6505.43,6505.43,1,5612.0,1.1591999287241626
17504,2011,8.0,1,157.0,6,12.0,3,1921,23.8,429.27,429.27,2,471.0,0.9114012738853503
17505,2012,2.0,5,285.0,7,55.0,8,1932,12.6,2642.98,2642.98,1,2280.0,1.159201754385965
17506,2010,9.0,4,306.0,6,337.0,5,1989,19.2,1135.37,1135.37,3,1530.0,0.7420718954248365
17507,2010,7.0,2,427.0,4,55.0,1,1946,26.1,572.45,572.45,1,427.0,1.340632318501171
17508,2009,1.0,1,524.0,6,117.0,3,1929,9.7,2990.53,2990.53,3,1572.0,1.9023727735368958
17509,2005,10.0,3,679.0,2,37.0,4,1987,17.3,3162.08,3162.08,1,2716.0,1.164241531664212
17510,2010,6.0,1,305.0,2,55.0,4,1997,21.2,1392.19,1392.19,3,1220.0,1.141139344262295
17511,2006,8.0,3,291.0,6,51.0,13,1994,21.2,3813.26,3813.26,1,3783.0,1.007998942638118
17512,2011,9.0,2,427.0,4,55.0,1,1946,21.0,254.15,254.15,2,427.0,0.5951990632318501
17513,2011,4.0,4,452.0,5,-7.0,2,1939,22.2,506.1,506.1,3,904.0,0.5598451327433629
17514,2006,5.0,1,488.0,2,55.0,5,1995,23.9,3517.11,3517.11,3,2440.0,1.441438524590164
17515,2011,1.0,2,312.0,1,-7.0,1,1941,7.7,255.92,255.92,2,312.0,0.8202564102564102
17516,2011,2.0,3,313.0,3,-7.0,7,1978,14.0,2223.91,2223.91,3,2191.0,1.0150205385668645
17517,2008,7.0,1,367.0,2,-7.0,6,1974,25.5,3306.3,3306.3,3,2202.0,1.50149863760218
17518,2012,3.0,1,657.0,6,-7.0,1,1963,18.7,570.28,570.28,2,657.0,0.8680060882800609
17519,2011,6.0,3,293.0,8,172.0,28,1972,24.2,6047.17,6047.17,3,8204.0,0.7371001950268162
17520,2007,11.0,1,425.0,8,117.0,3,1956,9.8,1919.01,1919.01,3,1275.0,1.505105882352941
17521,2014,1.0,5,741.0,2,55.0,9,2004,9.1,6572.97,6572.97,1,6669.0,0.9856005398110662
17522,2008,8.0,5,460.0,3,12.0,16,1981,23.3,8531.71,8531.71,1,7360.0,1.1591997282608695
17523,2006,11.0,5,657.0,5,203.0,24,1999,12.5,14302.52,14302.52,2,15768.0,0.9070598680872654
17524,2011,8.0,5,601.0,1,19.0,15,1934,22.0,7734.87,7734.87,3,9015.0,0.858
17525,2010,3.0,2,403.0,5,337.0,6,1954,16.3,1702.12,1702.12,3,2418.0,0.7039371381306865
17526,2013,6.0,2,439.0,1,19.0,6,1989,23.1,2057.68,2057.68,2,2634.0,0.7811996962794229
17527,2005,8.0,2,427.0,4,55.0,1,1946,23.5,4851.541864684603,4851.541864684603,2,427.0,11.361924741650125
17528,2009,6.0,4,379.0,2,117.0,1,1973,25.3,420.24,420.24,1,379.0,1.1088126649076517
17529,2009,6.0,4,2362.0,6,117.0,6,2007,25.7,8237.48,8237.48,2,14172.0,0.5812503528083545
17530,2008,3.0,5,976.0,3,19.0,26,2001,18.3,1415.98,1415.98,2,25376.0,0.0557999684741488
17531,2006,12.0,4,287.0,8,203.0,5,1923,6.6,1217.45,1217.45,1,1435.0,0.848397212543554
17532,2006,4.0,1,776.0,7,117.0,3,2002,20.7,3177.72,3177.72,3,2328.0,1.365
17533,2005,4.0,1,488.0,2,55.0,5,1995,21.0,3998.09,3998.09,1,2440.0,1.638561475409836
17534,2006,6.0,1,301.0,7,12.0,2,1920,24.3,862.82,862.82,3,602.0,1.4332558139534886
17535,2012,10.0,3,623.0,1,51.0,26,1999,13.5,12122.62,12122.62,3,16198.0,0.748402271885418
17536,2007,12.0,3,291.0,6,51.0,13,1994,8.0,2110.91,2110.91,2,3783.0,0.5579989426381179
17537,2007,7.0,2,301.0,4,19.0,6,1937,24.8,1478.03,1478.03,2,1806.0,0.8183997785160576
17538,2009,6.0,1,1127.0,6,12.0,2,1936,21.9,2054.3,2054.3,2,2254.0,0.9114019520851819
17539,2009,10.0,2,508.0,2,19.0,3,2006,18.4,1247.24,1247.24,2,1524.0,0.8183989501312336
17540,2008,10.0,1,547.0,6,37.0,5,1992,16.6,2492.68,2492.68,2,2735.0,0.9114003656307129
17541,2013,5.0,2,814.0,1,55.0,5,1935,22.0,3656.41,3656.41,2,4070.0,0.8983808353808354
17542,2014,12.0,5,575.0,4,172.0,14,1940,8.3,9940.14,9940.14,1,8050.0,1.2348
17543,2005,6.0,1,1554.0,4,37.0,1,1995,23.4,2316.36,2316.36,3,1554.0,1.4905791505791506
17544,2007,12.0,4,579.0,7,337.0,1,1929,9.4,309.62,309.62,2,579.0,0.5347495682210708
17545,2009,4.0,3,1186.0,3,117.0,5,1999,21.4,5379.7,5379.7,1,5930.0,0.9072006745362563
17546,2010,5.0,2,173.0,6,51.0,6,1999,24.6,1674.09,1674.09,1,1038.0,1.6128034682080925
17547,2010,12.0,5,1266.0,6,37.0,29,1952,9.3,21624.55,21624.55,2,36714.0,0.5890001089502642
17548,2010,5.0,1,596.0,1,337.0,6,1984,23.3,4685.99,4685.99,3,3576.0,1.3103998881431766
17549,2013,8.0,5,286.0,3,55.0,15,1937,21.6,3011.58,3011.58,3,4290.0,0.702
17550,2007,2.0,1,1029.0,5,117.0,4,1956,11.0,6068.69,6068.69,3,4116.0,1.4744144800777452
17551,2009,11.0,5,582.0,4,37.0,3,1975,14.3,1136.65,1136.65,2,1746.0,0.6510022909507446
17552,2009,5.0,1,1003.0,4,-7.0,6,1994,24.5,6555.23,6555.23,3,6018.0,1.0892705217680292
17553,2014,6.0,1,1265.0,7,117.0,3,1971,24.3,3598.76,3598.76,2,3795.0,0.9482898550724638
17554,2009,1.0,1,252.0,8,337.0,5,1976,9.2,4851.541864684603,4851.541864684603,2,1260.0,3.8504300513369865
17555,2009,11.0,4,452.0,5,-7.0,2,1939,11.8,698.85,698.85,2,904.0,0.7730641592920354
17556,2013,7.0,4,788.0,4,117.0,6,1998,24.7,2748.15,2748.15,2,4728.0,0.58125
17557,2012,7.0,5,741.0,2,55.0,9,2004,23.6,8627.02,8627.02,1,6669.0,1.2936002399160293
17558,2012,8.0,1,657.0,5,337.0,1,1964,20.6,749.01,749.01,3,657.0,1.1400456621004567
17559,2005,6.0,2,1862.0,8,19.0,6,1945,25.7,8888.44,8888.44,3,11172.0,0.7955997135696384
17560,2011,5.0,1,553.0,4,12.0,2,2001,22.3,1820.92,1820.92,1,1106.0,1.6464014466546113
17561,2014,1.0,3,256.0,8,-7.0,19,2005,8.0,5340.32,5340.32,3,4864.0,1.0979276315789472
17562,2013,4.0,5,225.0,6,19.0,23,1946,18.1,6665.4,6665.4,1,5175.0,1.288
17563,2012,5.0,1,932.0,5,117.0,6,1958,21.6,6109.52,6109.52,3,5592.0,1.092546494992847
17564,2014,10.0,3,258.0,3,51.0,9,1962,17.3,1790.54,1790.54,1,2322.0,0.7711197243755383
17565,2013,3.0,2,173.0,6,51.0,6,1999,17.0,1099.09,1099.09,3,1038.0,1.0588535645472061
17566,2009,5.0,2,529.0,1,55.0,4,1974,23.8,1980.58,1980.58,3,2116.0,0.9360018903591683
17567,2005,1.0,2,403.0,5,337.0,6,1954,8.4,3673.61,3673.61,3,2418.0,1.5192762613730357
17568,2008,6.0,1,1178.0,4,117.0,3,1930,23.9,4862.5,4862.5,3,3534.0,1.3759196378041878
17569,2009,10.0,1,5947.0,6,12.0,2,1996,16.2,10840.19,10840.19,2,11894.0,0.9113998654783925
17570,2012,6.0,2,650.0,1,12.0,2,1999,25.6,1066.34,1066.34,2,1300.0,0.8202615384615384
17571,2005,12.0,1,3888.0,8,172.0,1,1963,9.5,1171.53,1171.53,2,3888.0,0.3013194444444444
17572,2008,8.0,4,268.0,8,37.0,2,1963,23.4,4851.541864684603,4851.541864684603,1,536.0,9.05138407590411
17573,2012,8.0,1,656.6619098651926,6,12.0,2,1936,25.2,3534.27,3534.27,1,1313.3238197303851,2.691088021783963
17574,2010,10.0,1,813.0,3,12.0,4,1961,16.7,3305.53,3305.53,3,3252.0,1.0164606396063962
17575,2006,1.0,1,1869.0,5,117.0,4,1987,8.5,10865.76,10865.76,3,7476.0,1.4534189406099518
